"","V42","V43","V44","V45","V46","V47","V48"
"2324",0.604961,0.105,0.025,0.2950195,-0.315,0.155,0.004980469
"2326",-0.03504875,0.09499023,0.4549902,0.2450098,-0.6650098,0.1449902,0.3149707
"2327",-0.115039,-0.375,-0.095,0.4850195,0.335,-0.155,-0.005019531
"2328",0.434961,-0.155,0.355,0.6050195,0.415,0.585,0.2549805
"2330",0.654961,-0.635,0.565,0.4150195,0.935,0.215,0.6749805
"2332",0.289961,-0.65,0.41,0.2600195,2.12,1.4,0.9399805
"2336",-0.565039,0.715,-0.395,-0.6349805,-0.895,-0.375,0.4349805
"2339",0.374961,0.355,-0.715,-0.03498047,-0.455,-0.005,-0.7250195
"2347",0.02997078,-0.07999023,0.1700098,0.4200293,-0.2799902,-0.1799902,0.3299902
"2356",-0.440039,0.18,-0.76,1.63002,0.56,1.12,0.3499805
"2357",-0.660039,0.03,-0.81,1.51002,0.52,1.01,0.2299805
"2360",0.214961,0.965,0.105,0.5850195,1.425,0.185,0.01498047
"2364",0.214961,0.595,-0.245,0.04501953,-0.305,0.165,-0.005019531
"2365",0.164961,0.725,-0.335,-0.1949805,-0.475,-0.005,-0.1550195
"2369",-0.205039,0.075,-0.555,0.5450195,0.105,0.365,0.2149805
"2370",-0.140039,0.05,-0.25,0.1400195,0.2,0.11,0.6499805
"2371",-0.490039,-0.2,0.01,0.1000195,0.06,0.3,-0.05001953
"2380",-0.1550488,0.6249902,0.2949902,-0.4549902,-0.2750098,0.1249902,-0.1450293
"2381",-0.7950292,0.4650098,-0.05499023,-2.044971,-0.6249902,-0.1749902,-0.005009766
"2385",0.2449512,0.9549902,0.5749902,0.4050098,0.05499023,0.6349902,1.044971
"2393",-0.2950195,0.5550195,-0.2249805,-0.01496098,-0.1549805,-0.2249805,-0.04500004
"2394",-0.4250292,0.2550098,-0.5449902,-0.3449707,-0.4849902,-0.4049902,-0.3150098
"2395",-0.07753899,0.3825,-0.3475,-0.1474805,0.0425,-0.6375,-0.1875195
"2404",0.169961,0.01,-0.73,0.6300195,0.38,-0.22,-0.1900195
"2405",-0.170039,0.84,0.29,0.6400195,0.29,-0.18,0.6099805
"2406",-0.285039,0.845,0.665,1.03502,0.395,-0.125,0.2349805
"2407",-0.2800292,0.6400098,0.5600098,0.8400293,0.02000977,-0.1299902,-9.765625e-06
"2408",-0.170039,-0.87,0.05,-0.1999805,0.05,0.42,0.3699805
"2410",-0.200039,-0.19,0.11,-0.3799805,-0.08,0.66,0.5299805
"2413",-0.665039,-0.485,0.195,0.2550195,0.535,0.265,0.4449805
"2416",-0.04003899,0.29,0.32,-0.1599805,-0.25,0.37,-0.2200195
"2417",-0.07503899,-0.295,0.205,-0.08498047,0.105,0.405,0.8649805
"2418",0.09496101,-0.305,0.405,0.05501953,0.485,-0.005,0.6849805
"2420",-0.110039,-0.03,0.86,0.8000195,0.25,0.3,0.2699805
"2421",0.1849512,0.01499023,-0.2150098,0.3050098,-0.2550098,1.30499,-0.3050293
"2424",0.309961,0.09,0.55,0.2900195,0.38,-0.1,1.03998
"2432",0.214961,0.955,0.265,-0.3649805,0.075,0.705,-0.2850195
"2433",0.359961,1.77,0.58,-0.2299805,-0.4,0.23,0.5399805
"2443",0.499961,-0.03,0.38,0.05001953,0.69,1.07,0.4299805
"2448",0.669961,0.22,1.47,0.07001953,-0.34,0.99,-0.4300195
"2451",0.644961,0.325,-0.735,0.04501953,-0.145,0.385,-0.1150195
"2453",0.614961,0.335,-0.385,0.07501953,-0.205,0.025,0.2249805
"2459",0.429961,-0.3,-0.27,-0.6699805,-0.47,0.43,0.2199805
"2462",0.224961,0.155,-0.255,0.3450195,0.545,-0.065,-0.2150195
"2463",0.339961,0.65,-0.12,0.5700195,0.25,0.13,-0.4300195
"2464",0.384961,0.495,-0.485,0.1750195,-0.225,0.255,-0.1050195
"2467",0.1049512,-0.4450098,-0.005009766,-0.5449902,-0.7250098,0.1749902,-0.3650293
"2469",0.199961,0.58,-0.22,-0.3399805,0.02,0.22,-0.6200195
"2476",0.4499805,-0.1899805,-0.2399805,-0.509961,-0.3699805,-0.1799805,-0.39
"2485",0.2099708,0.02000977,0.4800098,0.0100293,0.2700098,0.1700098,0.009990234
"2490",0.7899512,-0.8100098,0.5999902,0.7300098,0.1299902,-0.5400098,0.0299707
"2492",-0.245039,0.225,0.045,0.09501953,-0.345,-0.415,-0.6450195
"2496",-0.785039,0.435,0.815,-0.4349805,-0.545,0.185,-0.3150195
"2503",-0.07503899,0.065,0.645,-0.07498047,-0.175,0.215,0.3449805
"2505",-0.405039,0.355,0.805,-0.04498047,0.085,0.235,0.05498047
"2519",-0.100039,0.31,0.47,0.1500195,-0.68,-0.06,-0.1000195
"2521",-0.08503899,-0.325,0.165,0.2450195,0.325,0.155,-0.1250195
"2525",0.247461,-0.4925,-0.1225,-0.4224805,-0.4325,-0.0525,-0.1325195
"2528",-0.1900292,0.7000098,0.8600098,0.0900293,-0.009990234,-0.8199902,-9.765625e-06
"2529",0.134961,0.325,1.315,0.7450195,0.105,0.395,0.6549805
"2530",0.524961,0.435,1.815,0.6650195,0.095,0.145,0.6949805
"2531",0.01996101,0.4,1.19,0.4300195,0.01,-0.02,0.4699805
"2532",0.609961,0.94,0.58,1.05002,-0.62,-0.68,0.5299805
"2533",0.6174512,0.1574902,0.4174902,0.1275098,-0.4425098,-0.08250977,0.5274707
"2534",0.03495125,0.004990234,0.3449902,0.1850098,-0.1450098,0.2249902,0.3049707
"2535",0.1949512,0.1049902,0.5849902,0.6850098,-0.1750098,0.1649902,0.4649707
"2539",-0.03004875,0.1899902,0.3399902,-0.009990234,-0.1400098,0.6399902,-0.3500293
"2540",-0.180039,0.09,0.13,0.2900195,-0.26,0.24,0.2799805
"2546",-0.125039,-0.565,0.275,-0.3849805,-0.465,0.175,-0.1250195
"2547",0.08495125,-0.7950098,0.004990234,0.5250098,-0.08500977,0.02499023,0.2949707
"2554",-0.1250488,0.4149902,-0.03500977,0.8050098,-1.56501,-0.3150098,0.3149707
"2558",0.764961,0.525,0.475,-0.09498047,-0.445,-0.535,0.1649805
"2564",-1.455039,0.875,-0.305,-0.7449805,0.815,-0.155,0.07498047
"2569",0.254961,0.605,-0.645,0.5450195,0.215,0.145,0.5349805
"2570",-0.197539,0.1825,-0.2775,0.2525195,0.0625,0.0725,0.1324805
"2572",-0.240039,0.76,-0.16,0.7900195,-0.74,0.3,0.5199805
"2586",-0.5850195,0.1350195,0.4150195,0.04503902,-0.7649805,0.2850195,0.145
"2588",-0.195039,0.205,0.225,0.1750195,0.005,0.015,0.7849805
"2590",-0.330039,0.16,0.45,-0.6699805,0.07,-0.6,0.6799805
"2591",0.3799512,0.06999023,0.1999902,-0.09999023,-0.1400098,0.1399902,0.7699707
"2592",-0.07503899,0.445,0.265,-0.3249805,0.425,0.215,0.3849805
"2594",-0.200039,-0.23,0.47,-0.1999805,-0.65,0.23,-0.8500195
"2596",0.07496101,-0.385,0.015,0.4350195,0.055,-0.405,-0.2450195
"2597",0.524961,0.285,-0.375,0.4350195,-0.225,0.695,0.3049805
"2598",0.134961,0.385,-0.265,0.4450195,-0.475,0.265,0.2249805
"2608",0.364961,-0.075,0.165,-0.1149805,0.145,-0.195,-0.05501953
"2610",-0.06503899,-0.495,0.005,0.3550195,0.225,0.005,0.4849805
"2612",0.364961,0.115,-0.305,0.5050195,0.165,0.155,0.6149805
"2613",-0.305039,-0.865,-0.525,-0.1849805,-0.075,-0.175,0.2949805
"2618",0.5149708,-0.01499023,-0.2849902,0.6050293,-0.6949902,0.5350098,0.08499023
"2619",0.009980507,-0.1099805,0.2200195,0.110039,0.01001949,0.2000195,-0.78
"2622",-0.300039,-0.07,0.66,-0.4499805,0.06,-1.07,-0.3300195
"2627",0.849961,0.06,0.14,-0.3399805,-2.35,-1.41,-1.50002
"2629",0.149961,-0.63,-1.16,-0.8699805,-0.84,0.05,-0.4900195
"2630",0.5799805,-0.8299805,-1.229981,-0.529961,-0.7099805,0.2400195,-0.41
"2633",0.03996101,-0.75,-0.47,-0.6499805,-0.67,-0.01,-0.03001953
"2636",-0.8100195,-0.3199805,-0.09998051,-0.379961,-0.06998051,-0.2699805,-0.46
"2637",-0.137539,-1.4475,-0.7475,-0.4374805,-0.0775,0.2025,-0.5975195
"2638",-0.607539,-1.4075,-0.5075,-1.29748,-0.4575,-0.2275,-0.8075195
"2640",-0.805039,-0.815,-0.905,-0.9249805,-0.765,-0.495,-0.9350195
"2643",-0.6500292,-1.11999,-0.1199902,-0.4499707,-0.1099902,0.2800098,-0.8300098
"2644",-0.1000292,-0.4599902,-0.01999023,-0.2499707,0.5600098,9.765625e-06,-9.765625e-06
"2645",-0.305039,-0.655,-0.275,-0.5049805,-0.145,0.075,-0.2750195
"2648",-0.04504875,-0.06500977,-0.2650098,-0.4249902,-0.5550098,-0.1550098,-0.2350293
"2649",0.189961,-0.67,-0.03,-0.6399805,-0.51,0.2,-1.00002
"2650",0.199961,0.24,0.35,0.3000195,-0.22,-0.29,-1.07002
"2651",0.07996101,-0.37,-0.19,0.2000195,-0.83,-0.25,-0.5500195
"2653",-0.06003899,-0.08,-0.22,0.8800195,-0.15,0.26,0.05998047
"2657",-0.355039,-0.645,-0.375,-0.2849805,-0.335,0.155,0.5749805
"2659",-0.470039,-1.28,-0.57,-0.2499805,-0.43,0.68,0.9399805
"2664",-0.2800488,0.6599902,-1.26001,-0.1499902,-0.3200098,0.5499902,-1.110029
"2666",0.004990273,-0.4949707,-0.09497074,-0.3949512,-0.01497074,-0.4649707,-0.004990273
"2669",-0.09502922,-0.4149902,0.04500977,-0.1649707,-0.2149902,-0.4449902,0.004990234
"2670",0.189961,0.14,-0.28,-0.09998047,3.469447e-18,0.55,0.9099805
"2673",0.184961,-0.545,0.115,-0.2649805,0.005,0.255,-0.1450195
"2674",0.594961,-0.395,0.315,0.6250195,-0.425,0.175,-0.7850195
"2675",0.004980507,-0.4249805,0.07501949,0.535039,0.2350195,-0.2949805,0.05499996
"2678",-0.160039,-0.38,0.16,-0.5799805,-0.09,-0.03,-0.2400195
"2680",-0.290039,-0.17,0.37,0.07001953,0.29,0.13,-0.2200195
"2683",-0.1750488,-0.4050098,0.2249902,-0.5349902,0.04499023,-0.7150098,-0.2150293
"2684",0.124961,0.195,0.205,-0.1649805,-0.195,-0.365,-0.6350195
"2688",0.234961,-0.375,0.015,-0.6249805,0.125,-0.365,-0.7150195
"2689",0.4699805,-0.6899805,0.2300195,-0.649961,0.2000195,-0.4299805,-0.84
"2690",0.394961,-0.575,0.155,-0.7049805,0.695,-0.275,-0.9450195
"2691",0.6699708,-0.3199902,0.2100098,-0.5799707,-0.2799902,-0.09999023,-0.4800098
"2694",1.687461,-0.2425,-0.1825,-1.34248,-0.3825,0.2875,-0.6325195
"2699",-0.175039,-0.115,0.705,-0.7749805,0.375,0.525,-0.4650195
"2702",-0.2700292,-0.1399902,0.4600098,-0.6799707,-0.08999023,-0.09999023,0.009990234
"2704",0.04497078,0.1850098,0.2750098,-0.2649707,-0.04499023,-0.06499023,0.1349902
"2707",-0.490039,0.26,0.49,-0.2899805,-0.11,0.17,0.4199805
"2710",-0.487539,-0.4575,-0.0175,0.07251953,0.5425,-0.1075,0.3024805
"2714",-0.510039,0.48,-0.38,-0.03998047,0.58,0.31,-0.7300195
"2721",0.269961,-0.97,0.19,0.7500195,0.36,0.43,-0.3100195
"2732",-0.2800292,0.08000977,0.3600098,0.0300293,0.3300098,-0.09999023,-0.02000977
"2733",-0.4300195,0.01001949,0.3000195,0.02003902,-0.1099805,-0.1199805,-0.2
"2734",-0.510039,2.89,-0.05,0.8800195,-0.52,0.57,-1.62002
"2736",-0.05003899,-0.59,-0.1,-0.6099805,-0.44,-0.1,-1.12002
"2739",0.389961,0.38,0.16,0.3300195,-0.63,0.9,-0.5600195
"2741",-0.290039,-0.5,0.04,-0.3299805,-0.64,0.06,0.1599805
"2743",0.07996101,0.56,0.11,0.1900195,-0.01,-0.07,0.3099805
"2749",0.167461,-0.5025,-0.5325,-0.2824805,0.0375,-0.5925,-0.2625195
"2753",0.524961,0.095,0.005,-0.03498047,-0.365,-1.375,-0.8250195
"2755",0.154961,0.385,-0.285,-0.04498047,-0.005,0.225,-0.2750195
"2764",-0.165039,-0.465,0.095,-0.1449805,-0.435,-0.105,-0.1350195
"2765",-0.285039,-0.605,-0.315,0.1850195,-0.745,-0.455,-0.3150195
"2766",-0.09003899,-0.15,0.02,-0.3399805,-0.47,0.46,-0.4700195
"2768",-0.310039,-0.27,0.21,0.04001953,0.21,-0.65,-0.1500195
"2770",-0.800039,0.19,1.07,-0.2399805,0.47,-0.74,-0.2600195
"2772",-0.850039,-0.78,0.35,-0.3599805,-0.35,-0.85,-0.7400195
"2773",0.207461,-0.3925,0.5475,-1.59248,-0.9325,-1.1525,-2.70252
"2774",-0.445039,-0.225,-0.705,-0.9749805,0.005,-0.355,-0.9650195
"2776",-1.94931e-05,0.2000195,-0.1699805,-0.859961,-0.1899805,0.1200195,0.04999996
"2780",0.08996101,-0.12,0.05,-0.3499805,0.01,-0.54,0.2699805
"2781",0.05995125,-0.2300098,0.07999023,-0.8499902,-0.1700098,-0.3800098,0.2399707
"2784",0.2099512,-0.1400098,0.2399902,-0.3599902,0.2699902,-0.1100098,0.1399707
"2791",-0.315039,-0.455,-0.125,-0.6149805,-0.305,-0.035,-0.1850195
"2793",0.354961,0.365,0.725,-0.4649805,0.455,-0.505,-0.01501953
"2794",0.339961,0.46,0.65,-0.5899805,0.14,-0.52,-0.1600195
"2795",0.159961,0.14,0.01,-0.4199805,0.5,-0.08,-0.02001953
"2802",0.244961,0.685,0.285,-0.05498047,-0.225,-0.185,0.2249805
"2807",-0.06503899,0.165,0.055,-0.4949805,0.235,-0.285,0.07498047
"2815",0.009980507,-0.5399805,-0.3199805,-0.999961,0.01001949,-0.03998051,-0.8
"2821",0.284961,0.135,-0.005,-0.9249805,-0.375,0.005,0.3849805
"2822",-0.110039,0.37,0.31,-0.9299805,-0.1,0.06,0.4999805
"2828",0.149961,0.14,-0.15,-0.6599805,-1.24,0.09,0.07998047
"2829",-0.345039,-0.045,-0.005,-0.8049805,0.095,-0.445,-0.1250195
"2832",0.144961,-0.035,-0.355,-0.2249805,-0.735,-0.005,-0.4250195
"2833",-0.220039,1.03,-0.04,-0.5399805,-0.01,0.09,0.4399805
"2840",0.4449708,1.25501,0.1750098,-0.1349707,-0.9749902,-0.6949902,-0.3450098
"2841",0.249961,0.43,0.19,-0.06998047,-0.81,-0.96,-0.3000195
"2846",0.004980507,-0.01498051,-0.2649805,-1.604961,-0.6649805,-0.8449805,-0.325
"2847",0.04996101,-0.16,-1.15,-1.37998,-0.19,-0.9,-0.3700195
"2851",-0.155039,0.155,-0.005,0.05501953,0.225,-0.535,-0.8250195
"2852",-0.01253899,-0.3225,-0.5625,-0.7024805,-0.2925,-1.3225,-1.12252
"2858",-0.2050488,-0.8150098,-0.1050098,-0.7549902,-0.8650098,-0.3250098,-0.7750293
"2860",-0.125039,-0.095,0.005,-0.8449805,-0.255,-0.135,-0.2450195
"2861",-0.210039,0.02,-0.02,-0.7599805,-0.22,-0.6,-0.6400195
"2863",-0.260039,-0.3,0.04,-0.6499805,-0.51,-1,-0.4400195
"2868",-0.08004875,-0.04000977,-0.2100098,-0.4899902,-0.3000098,-0.5200098,0.3399707
"2870",-0.430039,-0.61,-6.938894e-18,-0.1299805,-0.12,0.13,-0.4700195
"2873",-0.127539,-0.3875,0.3525,-0.7274805,-0.3175,-0.5675,-0.2475195
"2874",-0.275039,-0.795,-0.485,-0.6049805,-0.245,-1.085,-0.1050195
"2876",-0.245039,-0.705,-0.305,-0.7249805,-0.575,-0.165,0.2349805
"2879",0.9249708,-1.73499,0.02500977,-0.2149707,-0.9349902,-2.89499,-1.45501
"2883",-0.02503899,-0.535,-0.495,-0.2049805,-0.075,-0.825,-0.8650195
"2884",-0.100039,0.02,-1.29,-0.1499805,-0.27,-0.63,-1.14002
"2894",-0.02503899,0.605,0.355,-0.3949805,-0.215,-0.345,-0.1950195
"2896",0.387461,0.3575,0.2175,0.3475195,0.4575,0.0375,-0.7425195
"2898",0.779961,0.41,0.43,0.5800195,0.42,-0.63,-0.1600195
"2900",0.004980507,0.6750195,-0.4849805,0.555039,-0.3049805,-0.5149805,-0.605
"2910",-0.03003899,0.01,0.13,0.2000195,0.64,0.82,-0.05001953
"2911",0.009961014,-0.08,-0.03,0.5400195,0.41,0.52,-0.3700195
"2912",0.09496101,-0.045,-0.045,0.5250195,-0.165,0.205,-0.2850195
"2915",0.01496101,-0.115,-0.365,0.1350195,-0.725,-0.025,-0.9750195
"2918",-0.142539,-0.5625,-0.2125,-0.03248047,-0.0225,0.0675,-0.2325195
"2921",0.124961,-0.325,0.225,-0.2049805,0.015,-0.045,-0.2150195
"2927",-0.175039,-0.185,0.285,0.02501953,-0.005,0.245,-0.1350195
"2928",-0.05004875,-0.1600098,0.2599902,0.3000098,0.2799902,0.3599902,-0.0400293
"2934",0.01496101,-0.455,-0.235,-0.6449805,-0.145,-0.665,0.1549805
"2935",0.5649707,0.3550097,-0.2449903,0.4050293,0.07500973,0.2550097,-0.0850098
"2939",0.02996101,0.02,-0.38,0.01001953,-0.31,-0.22,0.4199805
"2943",-1.94931e-05,0.3900195,0.08001949,0.340039,0.3400195,0.4600195,-0.05000004
"2946",-0.1650292,0.005009766,0.005009766,0.2050293,-0.4749902,-0.7149902,0.2649902
"2950",-0.340039,0.49,-0.01,1.953125e-05,-0.13,0.6,-1.953125e-05
"2956",0.007480507,0.4175195,-0.01248051,-0.162461,0.1075195,0.1875195,-0.02250004
"2958",0.504961,1.015,0.635,-0.1449805,-0.105,0.515,0.7449805
"2961",0.004980507,0.3350195,0.2750195,0.285039,-0.1149805,0.7550195,0.245
"2966",-0.06503899,-0.045,0.085,0.3050195,0.445,0.355,-0.8250195
"2972",-3.898621e-05,1.26,-0.09,0.5800195,0.29,0.05,0.4899805
"2973",0.02496101,1.465,-0.255,-0.4249805,-0.005,0.045,0.09498047
"2985",-0.03503899,-0.425,-0.475,0.4550195,-1.195,-2.865,-2.29502
"3001",-0.2200195,-0.3199805,0.2700195,-0.569961,-0.07998051,-0.5599805,0.11
"3003",0.09496101,-0.005,-0.055,0.02501953,0.405,-0.525,0.1349805
"3010",0.234961,-0.435,0.015,0.3450195,0.325,-0.585,-0.03501953
"3011",0.349961,-0.23,3.035766e-18,0.2500195,0.32,-0.5,-0.01001953
"3014",-0.590039,0.05,0.13,-0.3899805,-0.22,-0.67,-0.3100195
"3016",-0.120039,-0.38,0.63,1.42002,0.09,-0.35,-0.5500195
"3018",-0.05503899,0.195,0.425,0.1750195,0.065,-0.365,0.7049805
"3019",0.244961,0.425,0.545,0.2450195,-0.265,-0.145,0.8549805
"3020",-0.01502922,-0.3049902,0.03500977,0.0450293,-0.3349902,-0.8049902,0.004990234
"3021",0.332461,-0.3275,-0.0675,-0.03748047,-0.7075,-0.7675,-0.2875195
"3033",0.2849512,-0.1950098,0.04499023,0.005009766,0.2149902,-0.3250098,0.3449707
"3044",0.414961,0.525,0.165,-0.6049805,-0.195,0.505,0.04498047
"3047",-0.04001949,1.94931e-05,-0.3999805,-0.429961,-0.4299805,0.1900195,0.63
"3049",-0.160039,-0.11,0.26,0.3400195,0.46,0.41,0.6799805
"3052",0.419961,0.01,-0.13,0.03001953,-0.72,-0.63,0.1699805
"3053",0.279961,0.25,0.38,0.5700195,0.3,-0.2,0.1599805
"3059",-0.005038986,-0.225,-0.195,0.7050195,-0.045,0.945,0.6849805
"3063",-0.005029259,1.09501,0.2050097,0.005029259,0.1750097,0.1050097,0.1549902
"3067",-0.07003899,2.21,-0.01,-0.1799805,-0.67,0.81,0.3099805
"3068",0.544961,1.845,0.725,1.07502,0.635,0.325,0.5649805
"3069",-0.290039,0.23,0.07,-0.03998047,0.08,0.21,-0.04001953
"3072",-0.1250488,0.8649902,-0.04500977,0.7150098,-0.5050098,-0.1450098,-0.1150293
"3096",0.02996101,-0.24,0.08,-1.28998,-0.66,-0.8,-0.5000195
"3098",0.3499512,0.04999023,0.1399902,0.6000098,0.1699902,0.1199902,-0.5500293
"3103",0.307461,0.7975,0.5875,0.1375195,0.3275,0.4675,0.1174805
"3104",0.2549805,0.4450195,0.2650195,-0.294961,-0.1349805,0.3150195,-0.04500004
"3106",-0.430039,0.23,0.22,-0.1599805,-0.32,0.73,-0.2100195
"3113",0.01996101,-0.09,-0.07,-0.6599805,-0.5,-0.3,-0.6700195
"3118",-0.200039,0.2,0.1,-0.1299805,-0.1,-0.06,-0.07001953
"3121",0.1699512,0.5099902,0.2799902,-0.02999023,-0.3200098,-0.1900098,0.1999707
"3123",0.09996101,-0.05,0.51,1.55002,0.7,0.78,-0.04001953
"3127",-0.260039,-0.36,-0.09,0.2700195,0.17,0.17,-0.2300195
"3128",-0.360039,0.12,-0.06,0.1700195,0.27,0.62,-0.1200195
"3131",0.194961,-0.525,0.115,-0.1949805,0.295,0.035,-0.5050195
"3132",-0.305039,-0.605,0.385,0.3050195,1.115,0.025,-0.3950195
"3142",0.759961,0.36,0.42,0.4100195,0.17,0.39,-0.3000195
"3144",-0.03003899,0.03,0.05,-0.07998047,-0.05,-0.39,0.1399805
"3145",-0.1850292,-0.1249902,0.1150098,0.2650293,0.2350098,-0.9649902,0.04499023
"3146",0.04496101,-0.025,0.195,0.5250195,0.005,-0.575,-0.1250195
"3147",-0.240039,0.23,0.33,0.7300195,0.29,-0.84,-0.5300195
"3148",-0.160039,0.56,0.42,0.7600195,0.39,-0.52,-0.3800195
"3150",0.3499708,0.1900098,0.3400098,0.7400293,0.3600098,-0.3099902,-0.2600098
"3151",0.279961,1.734723e-18,0.63,0.4500195,0.56,-0.18,-0.2700195
"3152",0.434961,0.185,0.585,0.3350195,0.515,-0.125,-0.09501953
"3153",-0.05503899,0.115,0.485,0.1950195,0.095,-0.335,-0.5150195
"3154",0.04996101,0.23,0.35,0.07001953,0.03,-0.59,-0.4100195
"3156",-0.275039,-0.205,0.205,0.3850195,0.785,0.685,0.4549805
"3158",0.01498051,0.3650195,-0.01498051,0.165039,-0.7649805,-0.4849805,-0.835
"3162",0.3149512,-0.2550098,-0.2150098,-0.02499023,-0.07500977,0.2649902,-0.6050293
"3163",0.09996101,-0.35,-0.16,0.08001953,-0.05,0.55,-0.5900195
"3164",0.479961,-0.26,0.22,0.2100195,0.38,-0.55,-0.3500195
"3167",0.289961,0.44,0.37,-0.06998047,0.07,-0.54,-0.6600195
"3169",0.374961,0.435,1.015,0.7350195,0.585,-0.395,-0.01501953
"3170",0.184961,0.365,0.655,0.6350195,0.365,-0.355,-0.1050195
"3171",0.304961,0.295,0.045,0.1950195,0.515,-0.355,-0.8250195
"3172",0.377461,0.0575,-0.0225,0.03751953,-0.1925,-0.2625,-0.6325195
"3173",-0.1450195,-0.1749805,-0.5249805,-0.03496098,0.09501949,-0.7849805,-0.365
"3175",0.08496101,-0.235,-0.355,0.2750195,0.265,-0.345,0.1449805
"3177",-0.195039,-0.145,0.585,0.4950195,0.095,0.055,-0.2750195
"3180",0.309961,0.14,0.37,1.34002,0.15,0.19,0.1099805
"3181",-0.145039,0.035,0.325,-0.03498047,0.315,-0.115,-0.1250195
"3183",0.774961,-0.875,0.235,0.1350195,-0.885,-1.035,-0.9750195
"3188",0.004980507,-0.3349805,0.3850195,1.945039,0.6750195,-0.5749805,-0.215
"3190",0.3049805,-0.2149805,0.5150195,0.09503906,0.8850195,-0.7649805,-0.005
"3203",0.03496101,-1.145,0.495,0.4150195,0.155,1.935,-0.6150195
"3207",0.174961,-0.295,-0.415,1.05502,-0.135,2.365,-0.1850195
"3214",0.08496101,0.865,-0.105,0.4350195,0.215,0.545,0.06498047
"3225",0.244961,0.115,0.865,0.3550195,0.585,0.045,-0.6350195
"3226",0.06996101,0.22,0.05,0.4500195,0.3,0.66,0.5099805
"3235",-3.898621e-05,-0.7,-1.02,0.06001953,0.06,-0.03,1.29998
"3241",0.02496101,1.755,0.285,0.3750195,0.295,0.035,0.7649805
"3267",-0.02503899,-0.595,0.465,0.9550195,0.175,0.975,-0.1150195
"3268",-0.150039,-0.52,0.29,0.5600195,-0.46,1.06,-0.3100195
"3272",-0.695039,-0.915,0.735,0.3250195,-0.105,-0.585,-0.5950195
"3273",-0.165039,-0.695,0.825,0.2550195,0.015,-0.355,-0.7350195
"3275",-0.03502922,-0.5949902,0.1650098,0.0250293,0.7350098,-0.1149902,-0.005009766
"3282",0.364961,-0.015,-0.095,0.4350195,0.205,-0.035,-0.1250195
"3284",0.2349512,0.1649902,0.3649902,0.4250098,0.3149902,-0.08500977,-0.6750293
"3294",0.344961,0.465,0.615,1.21502,0.525,0.625,0.2149805
"3295",0.224961,0.375,0.265,0.6950195,0.245,0.235,0.3649805
"3308",0.3849708,0.1250098,-0.1549902,0.6950293,-0.2249902,-0.004990234,0.004990234
"3309",-0.02504875,0.4449902,0.3549902,1.12501,0.02499023,-0.5750098,0.3049707
"3312",1.009981,0.2500195,0.3500195,0.350039,0.2700195,0.3100195,0.52
"3314",-0.005038986,0.575,-0.055,0.07501953,0.175,-0.215,1.12498
"3322",-0.340039,-0.05,-0.44,0.4700195,0.35,0.9,-0.05001953
"3323",-0.300039,-0.19,0.3,0.09001953,0.53,0.03,-0.1800195
"3324",-0.350039,-0.56,-0.02,0.5400195,0.36,0.4,0.09998047
"3332",0.2599708,-0.1499902,-0.1399902,0.2700293,-0.6999902,-0.1999902,0.3299902
"3337",-0.1200292,-0.4899902,-0.2199902,-0.5899707,-0.2099902,-0.05999023,0.009990234
"3338",0.274961,-0.785,0.065,-0.4349805,-0.095,-0.405,-0.2450195
"3340",0.02496101,0.075,0.285,-0.2749805,-0.015,0.355,-0.9650195
"3343",0.3699512,0.2199902,0.5499902,-0.3599902,-1.11001,-0.2500098,-0.4400293
"3344",0.224961,0.925,0.275,-0.01498047,0.205,-0.115,-0.4250195
"3346",0.04496101,0.655,0.075,0.1750195,0.195,-0.585,-0.5950195
"3354",-0.480039,-0.2,-0.52,1.02002,-0.22,-0.84,-1.73002
"3360",-0.01502922,0.1950098,0.3350098,-0.1849707,0.2250098,-0.4449902,-0.005009766
"3361",-0.100039,0.5,0.36,-0.2999805,-0.1,-0.68,0.3199805
"3364",-0.450039,-0.75,1.09,-1.89998,-0.49,-1.02,-2.92002
"3366",2.214961,0.235,-0.475,-2.51498,-1.425,-2.315,-2.55502
"3376",-0.667539,0.5725,0.8425,0.1725195,1.2925,0.6825,0.05248047
"3378",-0.220039,-0.01,-0.3,-1.27998,-0.48,0.13,-0.1000195
"3386",-0.05503899,0.155,0.635,0.1150195,0.275,0.685,0.09498047
"3390",-0.02003899,0.4,0.24,-0.05998047,-0.37,0.37,-0.2400195
"3391",-0.03504875,0.5549902,-0.02500977,0.5050098,-0.5650098,-0.3050098,0.4549707
"3392",0.979961,-0.02,0.2,-0.04998047,0.03,-0.62,0.1099805
"3400",0.01246101,0.2725,0.5925,-0.4074805,-0.4875,-0.1075,0.4424805
"3404",0.339961,0.26,0.03,-0.2099805,-0.6,0.26,0.2599805
"3408",0.104961,0.335,0.365,0.5350195,0.035,0.245,0.7649805
"3412",-0.09501949,-0.02498051,0.4050195,0.115039,0.4150195,-0.02498051,-0.08500004
"3413",-0.360039,0.55,-0.11,0.7600195,-0.37,0.08,-0.7800195
"3416",-0.4250488,-0.1850098,-0.01500977,-0.2649902,-0.2650098,-0.2050098,0.2949707
"3420",0.05497074,0.3350097,-0.06499027,-0.05497074,-0.2449903,0.1450097,0.1349902
"3424",0.304961,-0.085,-0.175,0.1250195,-0.075,0.105,0.4949805
