"","V9","V10","V19","V31","V32","V33","V53","V54","V55"
"1943",0.08999023,-0.1800098,-0.4000098,-9.765625e-06,-0.3600098,-0.745009766,-0.3399902,0.05999023,-9.765625e-06
"1944",-0.3050098,-0.1150098,-0.4050098,-0.7550098,-0.3250098,-0.460009766,-0.3649902,0.5549902,0.06499023
"1949",-0.3125,-0.7625,-0.2125,-0.4125,0.3075,0.0125,0.4875195,-0.3925,-0.0325
"1950",0.155,-0.735,0.095,-0.265,0.305,-0.28,0.5150195,-0.335,-0.255
"1951",-0.3549805,-0.6349805,-0.01498051,-0.3349805,0.1450195,-0.109980507,0.435039,-0.3649805,0.09501949
"1956",-0.835,-0.275,-1.075,-0.845,-0.115,-0.28,-0.1449805,-0.155,0.335
"1957",-0.2550098,-0.2150098,-0.9050098,-0.8650098,-0.03500977,0.139990234,-0.01499023,-0.1750098,0.1949902
"1963",0.2450098,-0.2449902,-0.7149902,-0.1749902,-0.4149902,-0.229990234,-0.0249707,0.2350098,0.3750098
"1964",0.31,-0.75,0.32,-0.31,-0.31,-0.715,0.2600195,0.74,0.66
"1966",0.76,-0.52,-0.28,0.02,0.05,-0.215,-0.3799805,1.41,0.66
"1967",0.25,-0.68,-0.99,-0.52,-0.21,0.465,0.01001953,0.33,0.37
"1970",-0.115,-0.185,0.035,-0.325,0.275,0.33,0.3350195,0.295,-0.505
"1971",0.18,-0.31,0.15,-0.01,0.58,0.575,0.2600195,0.83,-0.6
"1972",-0.17,-0.91,-0.83,-0.39,0.44,1.095,0.1800195,0.55,0.24
"1978",-0.665,-0.345,-1.545,0.275,-0.435,0.19,0.03501953,-0.325,-0.195
"1983",-0.08500977,-0.4050098,0.1849902,0.3249902,0.2449902,0.049990234,-0.01499023,0.6349902,0.5649902
"1987",-0.18,0.35,-0.54,0.5,1.04,0.235,0.1300195,0.4,-0.09
"1988",3.455894e-18,-0.42,-0.69,0.04,-3.455894e-18,0.615,-0.5299805,-0.09,1.13
"1989",-0.5699805,-0.6399805,-0.4899805,0.1300195,-0.2299805,-0.224980507,-0.479961,-0.3399805,1.090019
"1990",-0.205,0.095,0.225,0.235,0.205,0.47,-0.2149805,0.255,0.515
"1992",-0.845,-0.075,-0.095,0.185,-0.145,0.69,0.5750195,0.255,0.015
"1993",-0.3549902,0.1550098,-0.3349902,0.06500977,-0.2249902,-0.009990234,0.0550293,0.4950098,0.4350098
"1994",-0.23,-0.32,-0.47,-0.16,-0.25,0.135,-0.2099805,0.43,0.38
"1995",-0.0075,-0.2175,-0.4875,-0.1275,-0.2275,0.1775,-0.1574805,0.1325,0.3025
"1998",0.38,-0.34,-0.07,-0.26,-0.13,-0.065,0.1400195,0.16,0.31
"2007",0.13,-0.12,0.42,-0.23,0.37,0.585,-0.4199805,0.25,0.43
"2010",0.22,0.18,-0.51,3.469447e-18,-0.19,0.565,0.2500195,-0.21,0.01
"2012",0.255,0.355,-0.565,-0.005,-0.505,-0.69,0.6650195,0.415,-0.395
"2015",0.185,-0.025,0.555,-1.745,-0.445,-1.27,-0.2649805,-0.055,-0.795
"2017",-0.08,0.13,-0.54,-0.19,-0.12,0.045,-0.1699805,0.11,0.14
"2020",-0.1950098,0.02499023,0.1949902,-0.3950098,-0.4650098,-0.200009766,0.8150098,0.2649902,0.4849902
"2023",0.115,-0.125,0.415,-0.435,0.095,0.38,-0.1649805,-0.005,0.415
"2026",-0.5049805,-0.04498051,0.01501949,-0.2949805,-0.1149805,0.260019493,0.105039,-0.4849805,-0.3049805
"2033",-0.09,-0.01,0.35,0.59,0.31,-0.605,0.2600195,0.75,0.44
"2034",-0.2349805,0.1050195,0.1750195,0.3150195,0.005019493,-0.529980507,0.245039,0.6350195,0.2450195
"2044",0.045,-0.005,-0.115,-0.265,0.075,-0.41,0.2350195,0.215,0.235
"2046",-0.7249902,0.4350098,-0.9949902,-0.9249902,0.5050098,0.720009766,0.5650293,0.3850098,0.2550098
"2047",0.035,0.625,-0.895,-0.935,-0.595,-0.1,0.2050195,0.415,-0.155
"2051",-0.055,-0.065,0.045,-0.045,-0.265,-0.68,0.1550195,-0.235,1.365
"2052",0.02,-0.22,-0.54,-0.64,0.27,0.375,-0.8499805,-0.34,0.78
"2054",-0.06,-0.27,-0.93,-0.73,-0.05,0.035,-0.8399805,-0.61,1.06
"2058",0.06498047,-0.3650195,-0.09501953,-0.2750195,-0.2650195,-0.340019531,0.105,0.6849805,-0.5350195
"2061",0.115,-0.465,-0.395,-0.135,0.755,0.71,0.3050195,-0.165,-0.225
"2062",0.12,-0.66,-0.66,0.1,0.42,0.105,0.1100195,-0.44,-0.52
"2063",-0.3475,0.5625,-1.2375,-0.4975,-0.2575,-0.1825,-0.4374805,-0.4075,-0.3975
"2067",-0.665,-0.585,0.525,0.615,-0.535,0.22,0.7650195,-0.075,-0.815
"2069",-0.09,-0.2,-0.85,0.06,-0.16,1.365,-0.9299805,-0.2,0.19
"2088",0.31,-0.33,0.5,-0.36,-0.4,0.265,0.5500195,-0.31,-0.17
"2089",0.19,-0.63,0.36,-0.21,-0.2,0.365,-0.4099805,0.2,0.25
"2093",-0.5449902,-0.2549902,-0.5649902,-0.4149902,-0.3149902,-0.309990234,-0.2649707,-0.4649902,-0.1749902
"2094",0.2749902,-0.04500977,-0.3150098,-0.05500977,-0.1550098,-0.530009766,-0.2949902,-0.1550098,-0.1350098
"2096",0.065,-0.175,-0.165,-0.205,-0.155,-0.26,-0.5149805,0.555,0.205
"2099",0.13,0.1,-0.37,0.58,0.59,-0.105,-0.1399805,0.02,-0.13
"2101",-0.3150098,-0.5050098,0.2249902,-0.3250098,-0.2050098,0.079990234,-0.8949902,-0.2850098,-0.6750098
"2107",0.65,1.93,-1.02,-0.56,1.25,-0.125,-0.5299805,-0.11,-0.84
"2109",0.07,0.69,-0.13,-0.03,-0.63,-0.025,-0.4199805,0.43,0.25
"2122",0.405,-0.495,0.225,-0.395,-0.525,-0.3,-0.1349805,0.305,0.235
"2123",0.4949902,-0.1150098,0.1449902,-0.2750098,-0.3450098,-0.600009766,-0.5949902,0.3649902,0.4549902
"2124",0.315,-0.205,-0.085,-0.725,-0.795,-0.49,-0.3349805,0.945,0.205
"2127",0.155,0.155,-1.315,-0.575,-0.225,0.2,0.3250195,-0.005,-0.305
"2128",-0.1899805,-0.3399805,-0.3199805,-0.4699805,-0.1499805,-0.294980507,0.100039,-0.2499805,0.1800195
"2131",0.07,-0.37,0.03,-0.29,-0.5,-0.385,-0.6899805,0.02,0.05
"2134",-0.4349902,-0.3849902,0.03500977,-0.8049902,-0.1949902,-0.149990234,-0.2949707,-0.5449902,1.39501
"2138",0.45,0.32,0.03,-0.54,-0.48,-0.515,-0.1299805,-0.25,-0.21
"2143",-0.4450098,-0.09500977,-0.5650098,0.07499023,-0.1650098,-0.380009766,0.1950098,-0.1250098,0.2349902
"2145",0.3149902,-0.005009766,-0.3750098,-0.6850098,-0.2450098,-0.510009766,-0.004990234,0.03499023,-0.04500977
"2157",-0.01,0.38,-0.04,-0.6,-0.59,-0.255,-0.3399805,-0.33,0.64
"2162",0.4300098,-0.6199902,-0.2299902,-0.3299902,0.1900098,-0.174990234,-0.5199707,-0.1899902,0.4700098
"2163",0.01,-0.49,-0.89,-0.62,-1.2,-0.175,-0.1599805,0.44,-0.01
"2164",0.3899902,0.08999023,-0.5300098,-0.2100098,-0.4200098,0.064990234,0.02000977,-0.1500098,-0.8400098
"2170",0.3600098,-0.2299902,-0.4899902,-0.5099902,-0.2099902,-0.374990234,-0.6599707,-0.5099902,0.8200098
"2171",-0.08499023,-0.2149902,-0.3049902,-0.2149902,-0.08499023,-0.399990234,-0.2849707,-0.3149902,0.5050098
"2178",0.325,0.365,-0.265,-0.195,-0.265,-0.33,0.1450195,0.155,0.335
"2180",-0.43,-0.46,-0.21,0.01,-0.48,-0.045,-0.1299805,0.11,0.11
"2184",-0.74,-0.35,-0.17,-0.82,-0.09,0.335,-0.5799805,-0.03,0.05
"2186",-0.095,-1.235,0.595,-0.475,0.185,0.11,-0.5449805,0.165,0.745
"2187",-0.4425,-1.8325,0.6875,-0.5625,-0.1825,0.0025,-0.7224805,1.1375,0.2275
"2188",-0.3225,-0.5225,-0.2625,-0.4025,0.1775,0.0125,-0.4924805,0.1675,-0.3025
"2190",0.2349902,-0.5650098,-0.5150098,0.1949902,-0.2450098,-1.070009766,0.01500977,-0.1850098,-0.1450098
"2195",-0.5199902,0.5300098,-1.02999,-0.5099902,-0.4499902,-0.424990234,0.3800293,0.2200098,-0.3699902
"2200",-0.055,-0.325,-0.255,-0.565,-0.035,-0.65,0.3250195,0.155,0.355
"2201",0.2,-0.31,-0.37,-0.63,-0.17,-0.745,0.5200195,0.09,0.2
"2203",-0.49,-3.455894e-18,0.9,-0.05,-0.68,-0.405,0.3600195,0.01,0.02
"2208",0.04999023,-0.3600098,-0.4900098,-0.2300098,-0.02000977,0.354990234,0.4100098,0.1199902,0.1199902
"2210",-0.29,-0.44,-0.34,-0.43,-0.68,-0.625,0.05001953,-0.31,-0.14
"2211",-0.4600098,-0.3700098,-0.1200098,-1.21001,-0.5300098,-0.935009766,0.5500098,0.1599902,-0.1200098
"2217",0.1999902,-0.1700098,-0.5800098,-0.5700098,0.5499902,0.264990234,-0.1199902,0.5299902,0.1599902
"2219",-0.55,-0.88,-0.85,-0.27,0.26,0.345,-0.2799805,-0.07,0.02
"2221",-0.125,-1.485,-0.875,-0.035,0.535,0.51,0.6350195,0.035,0.445
"2222",0.045,-1.285,-0.745,0.175,0.675,0.11,0.5350195,0.145,0.385
"2225",-0.285,-0.875,-0.535,-0.005,-0.035,0.03,0.05501953,-0.435,0.055
"2228",-0.68,-0.84,-0.35,-0.71,0.36,-0.195,0.2400195,-0.84,0.69
"2229",-0.255,-0.125,0.015,0.245,0.095,-0.17,-0.3149805,-0.325,0.055
"2237",-0.3999805,-0.2899805,-0.1399805,-0.2599805,-0.1799805,-0.844980507,0.700039,0.1500195,-0.4099805
"2241",-0.6100098,-0.4600098,-0.9900098,0.2799902,-1.10001,-0.335009766,0.3100098,0.3499902,-0.3700098
"2242",-0.725,-0.835,-1.105,0.695,0.185,0.73,-0.4149805,1.575,-0.095
"2243",-2.395,-0.925,-1.385,-0.005,-0.205,-0.24,0.07501953,0.735,0.115
"2247",0.2700195,0.1000195,-1.079981,0.7100195,-0.1399805,-0.644980507,0.310039,-0.09998051,-0.2399805
"2249",-0.9300098,0.9699902,-0.7200098,0.3799902,0.1499902,-0.435009766,0.8400098,0.4999902,-0.2700098
"2250",-0.54,0.24,-0.61,0.6,0.77,0.355,0.5700195,-0.19,-0.44
"2252",-1.215,0.815,-1.815,1.035,0.355,0.88,0.9750195,0.155,-0.435
"2254",0.005,0.785,-0.715,0.715,0.305,-0.25,0.9250195,0.525,0.365
"2259",-0.29,-3.469447e-18,3.469447e-18,0.55,-0.14,0.065,-0.1099805,-0.45,-0.16
"2260",-0.8349805,-0.2149805,0.04501949,0.1250195,-0.3149805,-0.429980507,0.415039,-0.5649805,0.4250195
"2263",-0.79,0.41,0.01,-0.33,-0.07,-0.015,0.1400195,-0.35,0.54
"2265",-0.245,-0.045,0.385,0.065,-0.575,0.29,-0.07498047,-0.495,-0.075
"2267",-0.03500977,-0.2950098,-0.1450098,-0.2050098,0.2149902,-0.200009766,0.1050098,0.02499023,0.1649902
"2272",0.0175,-1.5325,-0.5225,-0.1525,0.5675,-0.0175,-0.3724805,0.1875,-0.6325
"2276",-0.495,-1.525,-0.555,-0.465,0.075,0.23,-0.4549805,0.205,-0.765
"2277",0.7350195,-1.064981,-0.7049805,0.1350195,0.5650195,0.430019493,-0.974961,0.3450195,-0.2849805
"2278",0.1700195,-1.149981,-0.2799805,0.1500195,-0.06998051,0.425019493,-1.149961,0.1300195,-0.1099805
"2282",0.915,-0.785,-0.825,0.395,0.425,-1.19,-0.6749805,0.455,0.085
"2283",0.63,-0.89,-0.79,0.3,0.35,-1.305,-0.3499805,0.39,0.01
"2287",-0.105,-0.155,-0.865,-0.595,-0.325,0.02,-0.3249805,0.365,0.395
"2290",-0.255,-0.145,-0.265,-1.065,-0.545,0.94,0.09501953,0.195,0.385
"2294",-0.16,-0.98,-0.66,-0.78,-0.4,-1.935,1.03002,0.5,0.14
"2295",-0.4825,0.5775,-0.8325,0.0375,0.0675,-0.7675,0.7575195,0.3475,-0.0025
"2298",-0.12,-0.98,0.14,-0.03,0.18,0.415,-0.2399805,-0.79,-0.27
"2300",-0.13,-0.71,0.14,0.57,-0.06,-0.235,0.2700195,-0.05,0.45
"2302",-0.2100098,-0.9200098,-0.2600098,-0.1300098,0.4299902,0.234990234,0.9700098,0.09999023,0.02999023
"2303",-0.635,-0.015,-0.465,-0.005,0.435,0.23,0.3250195,0.555,0.965
"2323",0.2600098,0.6600098,-0.1399902,0.2300098,0.1200098,-0.264990234,0.0100293,-0.3299902,-0.5699902
"2324",-0.035,0.355,-1.055,-0.545,0.035,0.59,0.08501953,0.025,-0.685
"2326",0.03499023,-0.6150098,-0.6050098,-0.09500977,0.1349902,0.609990234,-0.004990234,0.8249902,-0.1650098
"2327",-0.035,-0.655,-1.425,0.065,-0.385,0.83,0.9950195,0.305,-0.555
"2328",-0.395,0.165,-0.295,0.435,-0.205,-0.24,1.39502,0.325,-0.545
"2330",-0.075,0.565,-0.835,-0.615,-0.355,0.38,0.4450195,0.385,-0.075
"2332",-0.41,1,-0.44,-0.15,0.02,-0.035,0.08001953,-0.67,0.12
"2336",1.435,0.115,0.615,1.365,0.325,0.62,-0.2649805,0.905,0.365
"2339",0.045,-0.475,-0.475,-0.245,-0.095,0.29,0.4050195,1.005,0.405
"2347",-0.2399902,-0.5899902,-0.6799902,0.2400098,-0.8599902,-0.534990234,-0.2799707,-0.1999902,0.04000977
"2356",-1,0.13,-0.69,-0.31,0.47,-0.575,-0.8399805,0.29,-0.6
"2357",-0.9,0.01,-0.54,-0.26,0.58,-0.555,-0.7899805,0.08,-0.86
"2360",0.155,-0.535,-0.145,-0.085,-0.005,-0.89,0.4850195,0.125,0.005
"2364",-0.095,0.475,0.045,0.195,0.005,-0.69,0.09501953,-0.185,0.315
"2365",-0.145,0.415,-0.015,0.035,0.035,-0.86,-0.02498047,0.005,-0.255
"2369",0.015,0.545,-0.065,-0.195,-0.355,-0.47,0.3750195,-0.115,-0.545
"2370",0.14,-0.25,-0.19,-1.21,-0.47,-0.155,0.5700195,0.37,-0.24
"2371",-0.49,-0.07,-0.23,0.17,-0.2,-0.045,1.65002,0.48,-0.04
"2380",-1.09501,-0.4350098,-0.9850098,-0.3850098,0.3049902,0.179990234,0.4650098,-0.3250098,-0.3450098
"2381",-1.34499,-0.9949902,-1.26499,-0.1349902,0.5850098,0.240009766,0.0550293,-0.2649902,-0.2849902
"2385",-0.1450098,-0.3850098,-0.7450098,-0.2150098,-0.2250098,0.159990234,-0.09499023,0.1849902,-0.04500977
"2393",0.2050195,0.1050195,-0.4449805,0.03501949,-0.004980507,0.970019493,-0.02496098,1.165019,-0.6149805
"2394",0.2950098,-0.004990234,-0.3849902,-0.08499023,0.3250098,0.860009766,-0.0549707,0.6150098,-0.2849902
"2395",0.3325,0.2225,-0.1375,-0.1575,0.7025,0.3175,-0.3274805,0.4725,0.3525
"2404",0.36,-0.44,-0.86,-1.07,-0.31,0.145,0.01001953,-0.53,-1.09
"2405",0.24,0.02,-0.36,-0.21,-0.43,0.165,-0.04998047,-0.43,-0.22
"2406",0.165,0.405,-0.605,-0.575,0.015,0.5,-0.1749805,-0.215,-0.525
"2407",0.2900098,1.11001,-0.4699902,0.6700098,0.2700098,1.105009766,-0.1699707,-0.3199902,-0.2399902
"2408",0.02,-0.21,-0.12,0.11,-0.62,0.565,-0.1499805,-0.02,0.18
"2410",0.39,0.11,-0.16,0.5,0.05,-0.325,-0.1999805,0.09,0.85
"2413",0.555,-0.515,-0.435,-0.135,0.005,0.56,-0.09498047,0.725,1.415
"2416",0.51,-0.28,-0.54,0.32,0.34,-0.165,-0.7399805,0.06,1.13
"2417",0.335,0.525,-0.615,0.385,0.445,0.14,-0.2349805,-0.115,0.695
"2418",-0.035,0.145,-0.155,-0.065,0.035,0.31,-0.2549805,-0.495,0.375
"2420",0.2,0.32,-0.17,0.49,0.36,0.055,-0.2799805,0.02,0.43
"2421",-0.05500977,-0.2350098,-0.08500977,0.03499023,0.8849902,0.139990234,-0.2649902,0.2949902,0.3749902
"2424",-0.1,-0.06,0.34,0.35,0.46,0.345,0.7300195,-0.1,-0.22
"2432",0.105,-0.615,0.205,-0.225,-0.145,0.05,-0.9349805,0.185,0.635
"2433",0.09,-0.81,0.02,-1.07,0.08,0.455,-0.5699805,-0.65,0.49
"2443",0.55,-0.01,0.14,-0.19,-0.4,-0.195,0.4600195,0.02,0.44
"2448",-0.46,-0.15,0.5,-0.25,0.46,-0.575,-0.2299805,-0.84,0.35
"2451",0.175,-0.165,0.465,-0.745,-0.085,-0.4,-0.2949805,-0.195,0.175
"2453",-0.015,-0.495,0.025,-0.385,0.125,-0.35,0.08501953,-0.215,0.225
"2459",-0.25,-0.61,-0.13,-0.48,0.18,0.105,0.1100195,-0.32,1.01
"2462",0.325,-0.935,-0.305,-0.205,0.495,-0.26,-0.1249805,-0.135,-0.285
"2463",0.19,-8.605855e-19,-0.01,-0.05,0.45,0.005,-0.4599805,0.07,0.32
"2464",0.005,-0.395,0.525,-0.295,0.815,0.74,-0.7649805,0.205,0.385
"2467",0.2249902,-0.4450098,-0.2650098,-0.7650098,0.06499023,-0.870009766,-0.004990234,-1.11501,0.6649902
"2469",0.93,-0.02,-1.16,-0.07,0.14,-0.695,0.1000195,0.19,1.55
"2476",0.5400195,-0.4499805,0.5800195,0.3000195,0.5400195,0.025019493,-0.249961,-0.3599805,0.7700195
"2485",-0.2299902,0.1000098,-0.009990234,-0.2799902,-0.1699902,-0.034990234,0.0600293,-0.2399902,-0.3299902
"2490",-0.1500098,-0.1400098,-0.1600098,-0.5000098,-0.04000977,-0.305009766,0.03000977,0.05999023,-0.03000977
"2492",-0.105,0.245,0.065,-0.695,-0.415,-1.3,0.7150195,0.205,-0.615
"2496",-0.195,0.455,-1.265,-0.585,0.365,0.51,0.05501953,0.225,-0.685
"2503",0.625,0.415,-0.425,-0.515,-0.805,-0.43,0.05501953,-0.185,-0.085
"2505",-0.175,0.155,-0.015,-0.565,-0.115,-0.03,0.05501953,-0.075,0.145
"2519",0.29,-0.02,-0.73,-0.86,-6.833862e-18,0.345,-0.1199805,0.55,0.36
"2521",0.385,0.195,0.075,-0.445,-0.195,0.16,-0.07498047,-0.155,-0.075
"2525",0.0075,-0.0725,-1.1125,-0.2025,0.5175,0.3125,0.08751953,-0.2225,-0.5625
"2528",0.4700098,0.3500098,0.3300098,0.4700098,0.1300098,0.015009766,0.2300293,0.7200098,9.765625e-06
"2529",0.085,-0.375,0.065,-0.505,0.295,0.1,-0.4449805,0.595,0.645
"2530",0.455,-0.525,-0.225,-0.465,0.685,0.93,-0.9149805,0.685,0.875
"2531",0.6,-0.42,-0.64,-0.41,0.52,0.215,-0.03998047,0.53,0.08
"2532",-0.24,0.42,0.23,-0.22,-0.83,-0.375,-1.01998,0.43,1.08
"2533",0.3474902,0.7974902,-0.1625098,0.9974902,-0.5425098,-0.277509766,0.04750977,-0.05250977,0.8674902
"2534",0.5449902,0.1949902,0.1649902,-0.1850098,-0.1050098,-0.190009766,-1.14499,0.3549902,0.004990234
"2535",0.4649902,-0.04500977,0.01499023,0.1649902,-0.3350098,-0.100009766,0.04500977,0.7049902,0.1649902
"2539",0.3899902,0.009990234,0.1499902,-0.1000098,0.4599902,0.124990234,0.1800098,0.4399902,-0.3400098
"2540",-0.06,-0.19,-0.16,-0.34,0.1,0.235,-0.2599805,0.24,-0.25
"2546",-0.065,0.395,-0.005,-0.525,-0.495,-1.03,0.5650195,0.255,0.085
"2547",0.3849902,-0.03500977,0.4649902,-0.1650098,-0.4950098,-0.420009766,0.005009766,0.01499023,-0.02500977
"2554",-0.5850098,1.13499,0.3449902,-0.1550098,0.8049902,0.769990234,-1.17499,0.3849902,-0.2050098
"2558",-0.425,0.035,-0.285,-0.155,0.115,0.09,-0.3149805,0.045,0.365
"2564",-0.085,0.105,-1.065,0.135,-0.065,1.39,-0.3349805,0.795,1.045
"2569",-0.475,-0.465,0.085,-0.305,-0.455,0.31,0.1550195,0.305,0.525
"2570",-0.1875,-0.4575,0.0025,-0.8375,-0.1875,0.3675,-0.1374805,0.8525,0.4925
"2572",0.1,0.09,0.06,-0.97,-0.22,-0.645,-0.5499805,0.07,0.21
"2586",-0.5849805,0.1450195,-0.03498051,0.1650195,-0.07498051,0.970019493,-0.504961,0.03501949,0.6350195
"2588",0.125,0.255,0.255,-0.635,-0.405,0.07,-0.4549805,0.575,0.035
"2590",0.77,0.69,0.04,-0.53,0.02,-0.135,-0.1999805,0.64,0.61
"2591",0.6499902,0.2099902,0.1499902,-0.9800098,-0.1200098,-0.245009766,-0.3399902,-0.5500098,-0.5100098
"2592",1.045,0.305,0.145,-0.135,-0.615,-0.36,-0.2549805,-0.225,-0.165
"2594",0.18,0.24,-0.46,0.04,0.46,0.065,-0.4099805,-0.2,0.09
"2596",0.775,-0.045,0.155,-0.265,-0.215,0.11,-0.5349805,0.135,-0.115
"2597",0.715,0.505,0.725,-0.015,-0.065,0.21,-0.7449805,0.185,-0.485
"2598",0.285,0.295,0.235,0.035,-0.245,0.24,-0.6249805,0.415,0.065
"2608",-0.125,-0.465,-0.195,-0.675,-0.255,-0.09,-0.05498047,0.095,-0.665
"2610",0.285,-0.025,0.115,-0.905,0.125,-0.12,-0.3149805,-0.125,-0.295
"2612",-0.085,-0.405,0.195,-0.975,0.175,-0.02,0.3550195,-0.085,-0.265
"2613",-0.015,0.165,-0.345,-0.075,0.195,0.32,0.2750195,0.235,-0.285
"2618",0.2050098,0.2450098,-0.6149902,-0.3149902,0.07500977,-0.119990234,-0.9549707,0.07500977,0.2850098
"2619",0.01001949,0.1600195,-0.6599805,-0.8399805,-0.4899805,-0.354980507,-0.859961,0.4800195,0.6300195
"2622",0.06,-0.64,-0.51,-0.13,0.21,-1.205,-1.75998,-0.28,0.29
"2627",-1.51,-1.07,-0.37,0.29,-0.38,-0.925,-1.15998,1.29,0.45
"2629",-1.54,-0.54,0.34,0.07,-0.21,1.055,-0.6399805,0.08,0.35
"2630",-1.549981,-0.5199805,0.1700195,0.3500195,-0.1599805,0.845019493,-0.629961,0.1600195,0.3800195
"2633",0.13,-0.32,-0.27,-0.12,0.52,0.095,-0.6999805,0.83,0.15
"2636",-0.2999805,-0.3499805,-0.06998051,0.6900195,-0.1299805,-0.114980507,-0.789961,0.3900195,0.1600195
"2637",-0.6675,-0.9375,0.2125,0.6825,0.1825,-0.0525,-0.7774805,0.7225,1.3025
"2638",-0.0575,0.1925,-0.0675,0.9725,-0.2175,0.1575,-0.2774805,0.4525,0.5125
"2640",-0.005,-0.095,0.245,0.565,0.005,-0.09,0.3850195,0.025,0.205
"2643",0.3500098,0.06000977,0.2200098,0.5900098,-0.3199902,0.705009766,-0.1099707,0.4200098,-0.009990234
"2644",-0.07999023,0.1000098,0.5200098,0.2800098,-0.1699902,-0.584990234,0.2300293,0.3400098,0.8000098
"2645",-0.205,-0.245,-0.025,-0.145,-0.185,-0.91,-0.3449805,0.185,0.575
"2648",0.7449902,-0.9350098,0.2649902,-0.2850098,0.04499023,-0.110009766,-0.4549902,0.4749902,1.24499
"2649",-0.17,-0.97,0.67,-0.5,0.41,-0.215,-0.2099805,0.04,0.32
"2650",-0.54,-0.4,0.67,0.57,-0.06,-0.425,-0.4999805,-0.32,0.77
"2651",-0.54,-0.02,0.77,-0.21,-0.22,-0.695,-0.04998047,-0.37,0.61
"2653",0.14,-0.39,-0.11,0.25,0.28,0.575,-0.3299805,-0.01,-0.18
"2657",0.315,-0.345,0.065,0.555,-0.215,0.54,-0.6749805,-0.005,-0.195
"2659",0.71,0.01,-0.01,0.31,-0.15,0.165,-0.3499805,0.46,-0.1
"2664",-0.5900098,0.2799902,-0.5300098,0.3099902,-0.1000098,-0.755009766,0.01000977,-0.1400098,0.8199902
"2666",-0.8749707,0.4150293,-0.1849707,0.2150293,0.4650293,-1.119970741,-0.2149512,0.04502926,0.6750293
"2669",-0.2349902,0.6550098,-0.4249902,0.5350098,0.3950098,-0.349990234,-0.3449707,0.1150098,0.1350098
"2670",-0.8,0.44,-0.18,-0.17,-3.469447e-18,-0.705,-0.4799805,-0.05,-0.71
"2673",-0.465,-0.005,-0.415,0.225,-0.735,-0.27,-0.3449805,-0.115,-0.115
"2674",-0.365,0.215,0.605,-0.165,-0.285,-0.48,-0.5749805,-0.395,0.095
"2675",-0.4949805,-0.5249805,0.2450195,0.04501949,-0.4749805,-0.219980507,0.205039,-0.4449805,0.2350195
"2678",0.04,-0.69,-0.15,0.26,0.18,-0.045,0.02001953,0.09,0.42
"2680",0.4,0.3,-0.57,-0.09,-0.38,-0.015,0.3400195,-0.26,0.11
"2683",0.3649902,-1.33501,-1.05501,-0.2250098,0.01499023,0.489990234,0.005009766,-0.1350098,0.8149902
"2684",-0.005,-0.745,-0.805,0.255,0.265,-0.16,0.3850195,-0.075,0.405
"2688",-0.175,0.135,-0.325,-0.245,0.005,0.06,-0.4049805,-0.695,-0.015
"2689",-0.1099805,0.1100195,-0.3499805,-0.5099805,0.09001949,0.275019493,3.902435e-05,-0.2899805,0.4800195
"2690",0.485,0.325,-0.085,-0.355,-0.255,0.25,-0.03498047,-0.405,0.575
"2691",9.765625e-06,0.1300098,-0.8399902,-0.2199902,-0.7199902,-0.824990234,-0.4599707,0.1000098,-0.009990234
"2694",0.7875,-0.0925,0.2175,-0.0725,-0.7225,-0.6575,0.2275195,-0.3825,1.6275
"2699",0.355,0.105,-0.565,-0.285,-0.285,-0.34,0.07501953,-0.435,-0.265
"2702",0.03000977,-0.05999023,-1.02999,-0.3299902,0.03000977,-0.014990234,-0.0399707,0.08000977,0.03000977
"2704",0.1550098,-0.4749902,-1.33499,-0.2249902,-0.1549902,-0.629990234,0.1450293,-0.4549902,0.7850098
"2707",-0.06,-0.38,-0.08,-0.26,-0.06,-0.435,-0.07998047,-0.2,0.35
"2710",-0.1775,-0.5575,-0.2975,-0.2875,-0.4175,-0.0025,-0.7174805,0.3925,0.1225
"2714",-0.05,-0.86,-0.43,-0.93,-0.03,0.565,-0.4399805,-0.38,-0.01
"2721",-0.3,-0.21,0.13,0.72,-0.28,0.185,-0.4499805,-0.16,0.64
"2732",0.2600098,0.6700098,0.4800098,-0.2299902,-0.9699902,-0.584990234,-0.5299707,-0.2199902,-0.2599902
"2733",0.4300195,0.6100195,0.4900195,-0.07998051,-0.9599805,0.035019493,-0.749961,-0.1599805,-0.3299805
"2734",0.77,2.89,0.24,-0.51,-0.9,-1.305,-0.8199805,-0.57,-0.07
"2736",0.27,-0.28,0.45,0.35,-0.99,-0.575,-0.4799805,0.03,0.28
"2739",0.1,-0.27,-0.53,-0.27,-0.36,-0.375,-0.4199805,0.1,0.55
"2741",0.21,0.38,-0.08,-0.44,-0.08,-0.485,-0.4699805,-0.03,0.65
"2743",0.26,0.11,-0.21,-0.29,-0.52,-0.355,-0.3499805,0.1,0.33
"2749",-0.4725,-0.5125,-0.6925,0.4375,0.6175,0.0225,-0.2024805,-0.0825,-0.1025
"2753",0.715,-0.455,-1.865,0.095,-0.375,-1.8,0.8250195,0.315,0.245
"2755",-0.115,-0.645,-1.275,0.005,-0.155,-0.43,-0.3849805,-0.015,-0.205
"2764",0.175,0.005,0.315,-0.395,-0.285,0.34,-0.1749805,-0.005,0.315
"2765",0.345,0.375,0.055,-0.065,0.065,0.27,-0.2349805,-0.075,-0.925
