"","V1","V2","V3","V6","V7"
"3127",-0.27,-0.230039,-0.37,-0.22,-0.17
"3128",-0.2,-1.090039,-0.82,0.1,-0.32
"3131",-0.185,-0.345039,-0.045,-0.865,1.305
"3132",-0.355,-0.345039,-0.245,0.175,-0.325
"3142",0.4,0.05996101,0.12,0.7,-0.64
"3144",0.08,-0.350039,0.15,0.24,0.21
"3145",0.01500977,-0.6050292,-0.4949902,-0.004990234,0.02500977
"3146",-0.015,-0.305039,0.005,0.035,0.745
"3147",-0.32,-0.580039,-0.12,-0.91,-0.28
"3148",-0.4,-0.450039,-0.12,-0.67,-0.22
"3150",-0.1099902,-0.2500292,-0.4099902,-0.2999902,0.3900098
"3151",-0.2,-0.220039,-0.49,-0.01,-0.72
"3152",-0.185,-0.345039,-0.695,-0.515,-1.325
"3153",-0.285,-0.485039,-0.485,0.025,-0.805
"3154",-0.23,-0.450039,-0.92,-0.17,-0.19
"3156",-0.445,-0.795039,-1.195,0.515,1.305
"3158",-0.01498051,-0.3650195,-0.7649805,-0.4949805,-0.02498051
"3162",-0.3350098,-0.1050488,-0.2050098,-0.2950098,-0.3150098
"3163",-0.07,-0.180039,-0.13,0.02,0.47
"3164",-0.25,0.189961,-0.94,0.19,0.45
"3167",-0.28,-1.080039,-0.48,0.68,-0.05
"3169",-0.145,-0.365039,-1.115,-0.065,-0.145
"3170",-0.215,-0.655039,-1.225,-0.035,-0.295
"3171",0.015,-0.755039,-0.815,-0.265,-0.155
"3172",-0.1825,-1.052539,-0.7025,0.4675,-0.0825
"3173",-0.02498051,0.004980507,-0.7449805,0.07501949,0.01501949
"3175",0.245,-0.345039,-0.995,-1.605,-0.765
"3177",0.355,-0.435039,-0.295,-0.005,-0.675
"3180",-0.51,-0.860039,-0.1,-0.7,-0.54
"3181",-0.265,-0.685039,-0.275,0.365,-0.365
"3183",0.085,0.184961,-0.245,0.605,0.995
"3188",0.5950195,-0.5950195,-0.1049805,-0.1449805,-1.534981
"3190",0.1650195,-0.04501945,-0.8749805,-0.7849805,-0.7449805
"3203",-0.385,0.514961,-0.535,0.815,-0.105
"3207",-0.315,0.174961,0.325,0.485,-0.325
"3214",-0.215,-0.135039,-1.265,-0.545,0.015
"3225",-0.375,-0.855039,0.545,0.145,-0.345
"3226",-0.99,-1.230039,0.11,-1.27,-0.02
"3235",-0.04,0.01996101,0.03,0.38,-0.48
"3241",-0.265,-0.455039,-0.005,-0.125,-0.325
"3267",0.005,-0.225039,-0.005,1.005,0.635
"3268",0.38,-0.380039,0.09,0.82,0.44
"3272",-0.885,-1.535039,1.045,1.205,0.195
"3273",-1.015,-1.055039,0.835,0.605,-0.085
"3275",0.1750098,0.4249708,-0.2649902,0.005009766,-0.9449902
"3282",0.185,-0.105039,-0.105,-0.085,-0.505
"3284",0.07499023,0.1549512,-0.06500977,0.9549902,-0.3050098
"3294",0.175,0.05496101,-0.375,0.195,-0.165
"3295",0.215,-0.03503899,-0.205,0.555,0.165
"3308",0.1850098,0.02497078,0.1950098,0.4150098,0.2050098
"3309",1.17499,0.2849512,-0.3350098,0.1249902,-1.12501
"3312",0.4700195,-1.94931e-05,0.1400195,-0.009980507,-0.2299805
"3314",0.465,-0.715039,0.255,0.545,-0.575
"3322",0.09,0.109961,6.938894e-18,0.61,-0.62
"3323",0.32,0.369961,0.58,0.56,-0.33
"3324",0.21,0.109961,0.59,0.82,-0.51
"3332",0.1800098,0.2899708,0.06000977,0.3200098,0.4300098
"3337",0.02000977,-0.08002922,0.1400098,1.01001,0.1800098
"3338",-0.265,-0.295039,-0.305,0.955,0.495
"3340",0.365,0.144961,0.025,0.515,-0.575
"3343",-0.2300098,0.1999512,-0.1300098,0.3499902,0.5299902
"3344",0.545,0.174961,0.005,0.655,0.605
"3346",0.185,-0.175039,1.005,0.965,-0.015
"3354",0.05,0.129961,0.59,1.92,1.13
"3360",0.1050098,1.094971,0.7250098,0.7050098,0.08500977
"3361",0.29,1.359961,0.24,1.2,0.88
"3364",0.12,0.429961,0.62,0.71,0.17
"3366",0.585,1.014961,0.935,-0.045,0.395
"3376",0.1125,-0.927539,0.2925,-0.7575,0.1825
"3378",-0.29,-0.450039,0.29,-0.43,-0.67
"3386",0.505,0.824961,0.265,0.145,-0.435
"3390",1.01,0.329961,0.3,-0.62,-0.12
"3391",0.5849902,0.6549512,0.2149902,-0.4950098,-1.22501
"3392",0.66,0.02996101,0.61,0.07,-1.14
"3400",-0.0075,-0.707539,0.0525,0.3225,0.6325
"3404",-0.28,-0.450039,-0.45,0.1,0.53
"3408",1.545,-0.255039,-0.055,0.645,0.155
"3412",0.06501949,-0.005019493,0.2750195,0.9750195,-0.05498051
"3413",0.62,0.169961,0.92,0.05,0.9
"3416",0.06499023,-0.2550488,0.09499023,0.004990234,1.04499
"3420",-0.2749903,-0.8350293,-0.6149903,0.7050097,0.1550097
"3424",0.015,0.04496101,0.125,0.085,-0.095
"3427",-0.065,0.394961,-0.175,-0.445,0.035
"3439",0.905,1.024961,-0.285,0.385,1.115
"3445",-0.315,-0.195039,-1.275,-0.105,-2.745
"3447",0.3799902,1.339951,1.17999,-0.7000098,-1.50001
"3449",1.74,1.409961,1.11,0.02,-0.28
"3460",0.48,0.259961,1.82,2.27,-0.75
"3467",0.29,-0.390039,-0.98,1.04,-0.47
"3470",0.005,0.694961,0.555,-0.255,-0.295
"3472",-0.155,-0.985039,-0.305,0.035,0.145
"3473",0.115,-0.725039,-0.425,-0.545,-0.485
"3475",0.555,-0.965039,0.205,0.695,0.135
"3476",0.1850098,-0.6950292,-0.1749902,1.34501,0.4550098
"3478",0.32,-1.250039,-0.25,0.57,-0.19
"3486",0.2475,0.327461,0.2775,-0.3525,-0.1825
"3489",0.5925,-0.647539,-0.5275,0.0125,-0.3775
"3501",-1.52499,-0.9250292,-0.5349902,-1.36499,-0.1049902
"3502",-2.345,-3.555039,-2.275,-1.425,-1.725
"3503",0.47,-0.07003899,-0.23,0.12,-0.21
"3508",-0.3249902,0.04497078,-0.9149902,-0.06499023,-0.7549902
"3509",-0.245,0.334961,-0.175,-0.355,-0.835
"3510",0.215,-0.01503899,-0.395,0.025,-0.215
"3513",0.065,-0.225039,-0.385,-0.095,0.455
"3515",-0.255,-0.01503899,-0.615,1.935,1.585
"3518",-0.635,-0.975039,1.745,2.275,3.875
"3519",-0.015,-0.355039,0.495,0.075,1.455
"3522",-0.3449805,-0.005019493,0.04501949,0.6850195,0.1850195
"3523",-0.285,0.594961,0.685,0.995,1.235
"3527",-0.475,-0.235039,0.205,-0.455,0.505
"3528",-0.075,-0.575039,0.325,0.215,-0.325
"3530",-0.2675,-0.637539,0.3525,0.5525,0.0725
"3533",0.385,1.544961,0.535,0.175,1.125
"3535",0.355,1.724961,0.695,0.665,1.045
"3536",0.3050195,1.204981,0.3950195,0.4950195,0.5550195
"3537",0.5,1.889961,0.58,0.55,1.56
"3538",0.5275,0.407461,0.2475,0.6675,-0.0825
"3542",-0.645,0.414961,0.305,0.625,0.775
"3550",0.18,-3.898621e-05,-0.44,0.59,0.15
"3551",0.2850195,0.01498051,-0.5749805,0.7750195,-0.1149805
"3552",0.375,0.284961,0.005,0.945,0.315
"3556",0.4400195,-0.5600195,0.4100195,0.4800195,-0.5599805
"3557",1.19499,-0.2050488,0.4349902,0.2349902,-0.4350098
"3558",-0.0275,-0.157539,0.0525,-0.7875,-0.7475
"3560",-0.04,-0.280039,-1.2,-1.78,0.17
"3562",0.0975,-0.412539,-0.7825,0.0875,1.0975
"3565",0.56,-0.06003899,0.12,0.69,1.01
"3567",0.415,-0.09503899,-0.185,0.275,-0.225
"3575",0.155,-0.435039,-0.785,0.365,0.915
"3577",0.5149902,-0.1950488,-0.5050098,-0.09500977,-0.07500977
"3583",0.49,0.449961,0.09,-0.66,0.19
"3584",-0.7050098,-0.1650488,-0.01500977,0.3149902,0.1249902
"3590",0.765,1.094961,0.135,0.985,1.225
"3593",0.4150195,-0.1750195,-0.4349805,-0.3849805,-0.004980507
"3596",0.6249902,0.1549512,-0.6950098,0.2049902,-0.2050098
"3598",0.575,0.174961,0.115,0.055,-0.795
"3601",0.515,-0.235039,-0.495,-0.015,-0.035
"3607",0.965,-0.03503899,-0.455,-0.015,-0.305
"3608",0.6699902,0.05995125,-0.1500098,-0.03000977,-0.9200098
"3610",0.925,0.644961,-0.005,0.355,-0.345
"3617",0.05501949,-0.2150195,-0.3349805,0.5650195,1.295019
"3621",0.45,0.119961,-1.03,0.08,1.2
"3624",0.225,0.164961,-0.195,0.125,0.035
"3627",0.59,0.279961,-0.3,-0.23,0.49
"3635",-0.05,0.709961,0.3,0.42,0.74
"3636",0.24,0.719961,-0.16,0.75,0.84
"3638",0.675,0.454961,0.075,-0.115,0.065
"3641",-0.065,0.324961,-0.375,0.275,0.105
"3643",0.2400098,-0.1100292,-0.1999902,-0.09999023,-0.3099902
"3646",0.02,0.209961,-0.61,-0.01,-0.54
"3649",0.415,0.354961,-0.335,0.685,0.085
"3650",0.1,0.05996101,-0.14,0.21,0.63
"3652",0.53,-0.200039,-0.04,0.99,-0.02
"3653",0.18,0.04996101,0.13,0.13,-0.29
"3654",0.46,0.02996101,0.32,-0.03,-0.8
"3655",0.265,-0.495039,0.075,0.575,-0.255
"3656",0.4275,-0.03253899,-0.1625,0.4075,0.2075
"3659",1.65,1.499961,0.51,-0.63,-0.71
"3663",0.04,0.179961,-0.15,0.45,-0.46
"3664",-0.025,-0.415039,0.155,-0.455,-1.285
"3670",0.495,0.824961,0.435,0.985,0.465
"3673",0.42,-0.160039,-0.16,0.5,-0.19
"3675",0.335,0.764961,-0.515,0.425,-0.215
"3676",0.44,0.129961,-0.26,0.96,-0.54
"3680",0.55,0.599961,-1.19,-1.81,1.97
"3686",0.215,-0.315039,0.745,-0.755,-0.015
"3688",0.2450195,0.004980507,0.6850195,0.06501949,0.2050195
"3698",0.105,-0.175039,0.145,-0.495,-0.845
"3701",0.18,-0.310039,-0.77,-1.55,-1.31
"3702",-0.3899902,-0.2500292,-0.4499902,-0.6399902,-0.4899902
"3709",0.145,0.814961,0.075,-0.035,0.305
"3710",0.625,0.704961,0.365,-0.055,-0.185
"3714",0.08,0.649961,-0.74,-0.07,0.41
"3715",0.2049902,0.4249512,-0.6450098,-0.1650098,0.5349902
"3736",-0.58,0.05996101,0.57,-0.77,-0.07
"3742",0.59,0.239961,0.05,0.12,0.25
"3753",-0.004980507,0.2549805,0.4850195,-0.05498051,-0.1349805
"3767",-0.5350098,0.3449512,0.04499023,0.3649902,0.1549902
"3776",-0.1449902,-0.2450292,-0.5649902,0.3850098,-0.6849902
"3779",-0.12,0.639961,-0.6,-0.62,0.31
"3792",-0.9600098,-0.6000488,-0.3500098,-0.2200098,0.4399902
"3793",-1.07499,-0.8350292,-0.3349902,-0.6949902,0.4050098
"3795",-0.445,-0.835039,0.165,0.065,0.505
"3798",-0.1350098,0.1049512,-0.4150098,-0.9950098,-0.2850098
"3799",-0.955,-1.025039,-0.015,0.315,0.035
"3800",-1.055,-0.835039,-0.015,-0.015,0.175
"3803",-0.8975,-0.227539,-0.4875,-0.4975,0.3025
"3807",-0.9025,-0.832539,-0.1725,-0.3525,-0.3625
"3810",-0.88,-0.670039,-0.08,-0.3,0.12
"3811",-0.69,-0.960039,0.06,-0.8,0.41
"3812",-0.9149902,-0.7350292,-0.01499023,-0.4649902,0.2450098
"3813",-0.9275,-0.767539,0.1025,-0.5175,0.0625
"3815",-1.065,-0.545039,-0.045,-0.455,0.225
"3816",-1.055,-0.435039,-0.055,-0.725,0.905
"3818",-0.81,-0.360039,-0.07,-0.97,0.3
"3822",-0.9749902,-0.3350292,-0.5649902,0.2850098,0.3850098
"3826",-3.22501,-0.7450488,0.2449902,0.3849902,0.3649902
"3829",-3.19001,-0.5100488,0.2099902,0.04999023,0.5699902
"3845",-0.395,-0.915039,-0.045,-0.645,0.225
"3848",-0.2,0.129961,1.13,1.2,0.03
"3857",-0.425,-0.765039,0.565,-0.235,-0.245
"3859",-0.17,0.569961,-5.424399e-18,-0.36,-0.46
"3860",-0.07500977,0.1749512,-0.1350098,0.2149902,-0.5350098
"3863",0.2700195,0.009980507,0.06001949,1.410019,0.3200195
"3865",0.515,-0.08503899,0.215,1.375,0.565
"3866",0.615,0.334961,0.565,0.945,0.465
"3868",1.6,-0.700039,-0.35,1.37,1.1
"3869",1.19001,0.8899708,0.3100098,-0.05999023,-0.5299902
"3874",-0.6999805,-0.02001949,0.9800195,-0.2699805,-1.159981
"3882",-0.575,-0.825039,0.985,1.575,-0.145
"3889",0.77,0.189961,0.47,-1.78,0.03
"3891",-0.665,-0.125039,-1.035,0.015,0.705
"3897",-0.2475,-0.557539,-0.9275,0.3225,-0.2975
"3910",-0.015,-0.005038986,-0.415,0.625,0.725
"3921",-0.335,-0.585039,0.145,-0.345,-1.135
"3924",1.31749,0.1474512,-0.2625098,-1.01251,-0.3625098
"3929",-0.285,-0.555039,0.145,0.655,-0.295
"3936",3.155,1.924961,1.895,1.215,-1.215
"3944",0.18,0.319961,0.82,0.72,-1.1
"3945",0.1400098,0.2599708,0.7300098,1.11001,-0.5299902
"3949",-0.22,0.109961,-0.15,-1.17,-1.28
"3964",0.29,0.269961,0.24,-0.35,0.34
"3966",0.015,0.574961,0.445,0.285,1.335
"3967",-0.11,-0.440039,-0.41,0.46,0.25
"3979",0.055,-0.105039,-0.265,-0.595,-1.125
"3982",0.515,0.134961,0.675,-0.355,-0.205
"3991",0.83,0.389961,0.23,0.88,-0.79
"3992",0.635,0.654961,0.325,0.535,-1.215
"3998",-0.1100098,0.6699512,0.9199902,-0.6200098,-0.2300098
"3999",-0.065,0.574961,0.915,-0.625,0.165
"4000",-0.015,0.604961,0.465,-0.265,0.345
"4008",-0.07,-0.190039,0.39,0.44,-0.31
"4011",-0.7,-0.530039,0.17,0.86,-0.37
"4014",-0.335,-0.385039,0.305,-0.315,0.605
"4016",0.01,-0.360039,-0.02,0.65,-0.56
"4017",-0.22,-0.250039,0.66,-0.77,-1.26
"4019",0.2,0.09996101,0.12,0.93,0.45
"4022",-0.05000977,0.3899512,0.6499902,0.3399902,-0.2800098
"4026",-0.1600098,0.09995125,-0.3600098,-0.9100098,-0.2000098
"4034",0.235,0.374961,-0.275,-0.335,0.485
"4045",-0.455,-0.245039,-0.375,-0.065,0.395
"4049",0.07999023,0.05995125,-0.1300098,-0.5900098,1.57999
"4051",0.75,0.619961,-0.41,-0.9,1.22
"4055",0.46,-0.280039,0.74,-0.48,-0.07
"4062",-0.825,-1.345039,-1.675,-1.605,0.195
"4066",-0.5249805,-0.005019493,-1.244981,-0.8449805,-1.084981
"4067",-0.3049805,0.6349805,-0.1049805,0.5350195,-0.9049805
"4072",1.155,2.264961,-0.285,0.865,-0.465
"4083",0.335,-0.145039,-0.145,1.335,-0.475
"4084",0.4,0.04996101,0.59,1.31,-0.15
"4086",-0.475,-0.215039,-1.835,0.985,-0.155
"4088",0.04,-0.180039,0.68,0.7,-0.21
"4093",2.165,-0.145039,0.005,1.815,2.305
"4100",0.535,0.274961,-0.005,0.515,-0.145
"4108",0.055,0.02496101,-0.015,-0.155,0.245
"4124",0.135,-0.255039,0.185,0.565,-0.295
"4128",-0.8225,-0.152539,0.0475,-0.5425,0.2575
"4132",-0.06,0.649961,-0.23,0.71,-0.61
"4135",-0.73,-0.03003899,-0.29,0.37,-0.45
"4142",-0.46,-0.07003899,-0.62,0.83,-0.02
"4147",0.29,0.669961,0.13,0.44,0.64
"4148",0.05,0.689961,-0.23,0.67,0.3
"4150",1.325,0.834961,-0.185,0.805,0.535
"4151",1.51001,0.7199708,-0.4999902,1.01001,0.6700098
"4152",1.005,0.504961,-0.165,0.695,0.405
"4164",0.04,-0.200039,1.355253e-20,-0.14,0.68
"4168",0.11,-0.250039,-0.09,0.38,-0.4
"4172",0.04,-0.09003899,-0.9,-0.99,-1.49
"4185",-0.5250098,0.1349512,-0.4650098,0.4849902,0.3049902
"4188",1.015,0.804961,-0.465,-0.275,0.565
"4189",0.685,0.634961,-0.055,-0.475,-0.915
"4190",-0.3125,-0.532539,0.1175,-0.3825,-0.0825
"4191",-0.04,-0.290039,0.25,-0.39,-0.65
"4193",-0.09,-0.03003899,0.48,-0.39,0.21
"4194",0.22,0.149961,0.39,-1.01,0.89
"4202",0.02,-0.260039,0.29,-0.38,-1.54
"4203",-0.175,0.09496101,0.125,-0.315,-0.155
"4205",0.005,-0.175039,0.035,-0.075,-0.145
"4206",0.125,-0.275039,-0.095,-0.245,-0.125
"4209",0.305,0.364961,-0.285,-0.645,0.025
"4213",-0.7200098,-0.05004875,-1.53001,-1.56001,0.7499902
"4214",-0.5800098,0.1699512,-1.37001,-0.9300098,-0.1000098
"4215",-0.175,0.264961,-0.655,-0.625,-0.065
"4216",-0.42,0.259961,-1.15,-0.46,-0.02
"4218",0.025,-0.06503899,0.475,-0.655,-0.495
"4220",-0.13,-0.280039,-0.73,-0.12,-0.41
"4226",-0.43,-0.280039,-0.25,0.64,0.56
"4231",-0.11,-0.08003899,-0.27,0.1,-0.07
"4232",-0.6025,-0.672539,-0.3225,-0.7225,-0.3425
"4234",-0.4975,-0.357539,-0.3675,0.3925,0.2725
"4237",0.2300195,0.3499805,-0.1599805,-0.5899805,-0.2399805
"4239",0.01,-0.170039,-0.75,-0.01,0.31
"4241",-0.8,-0.610039,-0.63,-0.09,0.2
"4243",-0.6049805,-1.015019,-0.3449805,-1.084981,-2.034981
"4244",-0.7949805,-0.9150195,-0.09498051,-0.8249805,-2.184981
"4249",0.6849902,-0.3550488,0.3449902,-0.5750098,-0.5250098
"4251",1.275,1.004961,0.905,-2.385,-1.705
"4258",0.4400195,0.8599805,0.6800195,0.04001949,-0.02998051
"4267",1.21,0.549961,1.09,1.04,0.75
"4268",-0.215,0.344961,0.055,0.565,-0.105
"4274",0.25,-0.450039,0.37,0.65,0.11
"4283",-0.015,-0.345039,-0.075,-0.235,-0.305
"4286",-0.53,-0.600039,0.19,-0.75,0.13
"4289",0.2100293,-0.04000973,1.020029,0.4900293,1.200029
"4292",0.38,0.449961,0.01,-0.24,-0.01
"4297",1.285,1.664961,0.045,-0.055,-0.265
"4299",0.4525,0.952461,0.1525,0.0825,-0.7475
"4302",0.25,0.369961,-0.26,-0.32,-0.01
"4312",-1.04,-0.420039,-2,-1.15,-1.41
"4316",-0.2299805,-0.2500195,0.01001949,1.210019,-0.3499805
"4321",-0.065,-0.275039,0.565,-1.395,0.065
"4325",-0.01,0.08996101,-0.32,0.76,0.43
"4332",0.1100195,0.02998051,-0.5499805,-0.09998051,-0.1599805
"4337",-0.625,-0.865039,0.275,0.065,-0.395
"4340",1.37,1.009961,0.42,-1.29,1.03
"4341",2.175,1.664961,0.815,-1.435,1.765
"4342",1.97999,2.509951,0.9499902,1.27999,-0.6300098
"4343",2.075,2.144961,0.805,1.375,0.795
"4346",0.445,0.454961,0.775,0.885,0.515
"4349",0.5525,1.332461,0.8725,1.3225,-0.6275
"4353",0.675,0.514961,2.505,0.145,0.725
"4354",1.83,0.999961,3.13,0.24,0.59
"4363",1.29,1.459961,0.07,-0.03,-0.31
"4366",0.005,-0.165039,0.725,0.495,-0.865
"4369",0.015,0.04496101,0.585,-0.015,-1.435
"4370",0.83,0.609961,0.15,0.12,-0.57
"4371",0.135,0.894961,0.735,0.995,-0.695
"4374",1.49,0.529961,0.18,-0.81,-0.28
"4377",1.67,0.769961,-0.35,-0.76,-0.67
"4379",-1.07,-0.870039,-0.91,-0.22,8.348357e-18
"4381",0.975,0.834961,0.515,0.425,1.125
"4382",0.5300098,0.6699708,0.2400098,0.4800098,0.7800098
"4385",0.5700195,0.05998051,-0.7599805,2.180019,0.4200195
"4389",-0.815,0.174961,2.205,0.605,-0.475
"4390",-0.255,0.264961,0.195,1.585,0.065
"4391",-0.315,0.744961,-0.095,0.355,0.375
"4394",0.1349902,-0.5650488,-0.6650098,0.6749902,0.4549902
"4397",0.31,-0.830039,0.06,1.61,-1.59
"4398",-0.09,-0.630039,0.09,2.22,-1.51
"4405",-0.1625,-0.322539,0.3575,-0.6325,0.2775
"4407",0.32,0.719961,0.2,-0.91,-0.86
"4409",0.57,0.119961,0.24,-0.43,-0.47
"4428",-0.135,-0.01503899,0.305,-0.785,-0.735
"4432",0.22,-0.450039,0.48,-0.82,-0.69
"4435",0.35,0.269961,0.73,-0.3,-1.13
"4438",0.795,0.214961,-0.175,-0.375,0.645
"4439",1.63,0.499961,0.14,1.15,0.13
"4440",0.06,0.169961,-0.07,0.7,0.16
"4443",-0.79,-0.220039,0.39,0.44,0.3
"4444",-0.7899902,-0.9100292,0.1900098,0.8000098,-0.06999023
"4445",-3.04501,-3.535049,0.3349902,0.5549902,-0.04500977
"4446",-0.41,-1.400039,-0.38,-0.93,0.56
"4448",1.10499,-3.225049,-2.76501,-0.8550098,-1.43501
"4451",-0.23,0.309961,1.03,-1,-0.73
"4452",-0.115,0.174961,0.755,-0.745,-0.345
"4455",1.16501,2.154971,0.4650098,0.1350098,0.01500977
"4457",0.12,-0.06003899,0.86,-0.12,0.23
"4463",0.1900098,-0.1700292,-0.01999023,9.765625e-06,-0.4799902
"4477",0.06001949,0.05998051,-0.3899805,-0.04998051,-0.1099805
"4480",0.87,0.359961,-0.14,-0.37,-1.61
"4484",-0.74,0.339961,-1.29,0.14,-0.96
"4487",-0.76,-0.320039,0.12,-0.77,-0.99
"4495",-0.205,-0.635039,-0.465,-1.095,-1.085
"4499",0.08000977,-0.05002922,0.8300098,-0.4099902,-0.5999902
"4504",0.23,-0.460039,-0.99,-0.3,0.36
"4508",-0.28,-0.09003899,-0.58,0.69,-0.26
"4509",-0.43,-0.400039,-0.55,0.84,0.5
"4512",0.155,-0.455039,-0.295,-0.315,-0.005
"4520",-0.745,-1.105039,-0.945,0.135,0.135
"4522",-0.42,-0.140039,-0.34,-0.62,-0.36
"4525",-0.36,0.239961,-0.42,0.38,0.16
"4526",0.095,0.03496101,-0.395,-0.165,-0.235
"4531",-0.2899902,-0.3500292,-0.9999902,-0.9099902,-0.4599902
"4532",0.190039,-0.01,-0.969961,-0.969961,-0.439961
"4534",-0.405,0.184961,-0.445,-0.005,-0.075
"4535",-0.47,0.09996101,0.33,-0.14,0.41
"4541",-0.2775,0.192461,0.2325,-0.4875,-0.4775
"4548",0.3099902,0.2099512,-0.1700098,0.009990234,0.1099902
"4551",-0.495,0.794961,0.345,-0.425,-1.565
"4552",-0.635,0.824961,-0.495,-0.605,-1.045
"4553",0.3450098,0.05497078,-0.2049902,-0.7149902,-1.05499
"4554",0.035,-0.195039,0.195,-0.465,-1.035
"4555",0.2,-0.100039,-0.2,-0.46,-1.05
"4557",0.1150098,-0.2450292,0.1950098,-0.01499023,-0.7849902
"4558",-0.215,0.344961,-0.765,-0.155,-1.025
"4561",0.315,-0.395039,0.155,0.015,-0.385
"4563",0.6849902,-0.09504875,-0.3750098,0.5149902,-1.58501
"4570",-0.205,-0.275039,0.395,-0.845,-0.845
"4571",-0.875,-0.415039,-0.395,-0.955,-0.525
"4572",-0.8949902,-0.6450292,-0.8849902,-1.31499,-0.08499023
"4574",-1.635,-1.775039,-1.425,-2.075,-2.275
"4575",-0.545,-0.875039,-0.535,-1.155,-0.785
"4576",-0.2100098,-0.7200488,-0.4000098,-1.01001,-0.7200098
"4577",-0.19,-0.420039,-0.91,-0.3,-0.18
"4590",0.055,0.554961,-0.765,-0.005,-0.465
"4596",1.005,0.154961,-0.105,1.065,-0.005
"4601",0.55,0.809961,0.04,0.02,-0.18
"4602",0.5949902,0.6749512,0.2549902,0.4549902,0.1349902
"4603",0.3,0.589961,-0.1,0.64,0.17
"4611",-0.09,-0.410039,0.39,-0.37,-0.16
"4613",-0.01,-0.410039,0.15,-0.28,-0.07
"4615",0.18,-0.930039,-0.27,0.06,0.54
"4616",-4.336809e-18,-0.650039,-0.13,0.56,0.65
"4617",-0.305,-0.295039,-0.375,0.305,0.415
"4620",-0.3699805,-1.070019,-0.05998051,0.2300195,-0.1699805
"4623",0.49,0.239961,-0.01,-0.48,0.26
"4624",0.59,0.199961,0.08,-0.7,0.4
"4625",0.6950098,0.1949708,0.1150098,-0.4349902,0.8650098
"4627",-0.1100098,-0.3800488,-0.02000977,0.1399902,-0.08000977
"4629",-0.76,-0.680039,0.26,-0.52,-0.66
"4632",-0.33,-0.530039,0.18,-0.21,-0.09
"4633",-0.17,-0.170039,-0.48,0.15,0.61
"4638",0.535,0.194961,-0.135,-0.455,-0.365
"4645",-0.23,0.159961,-0.06,-0.26,-0.13
"4658",-0.235,-0.695039,-1.745,0.495,-0.495
"4664",-0.355,0.284961,0.275,0.005,-0.135
"4671",1.36999,0.6399512,-0.2900098,-1.14001,1.58999
"4672",0.9749902,1.284951,0.5449902,-0.02500977,2.22499
"4675",0.41,0.359961,0.17,-0.67,1.07
"4677",0.3125,0.392461,0.3825,-1.0975,0.0125
"4678",0.695,0.584961,0.165,-0.445,0.465
"4680",0.905,0.424961,-0.095,-0.585,0.815
"4684",-0.2099805,0.4199805,0.06001949,-1.099981,0.4100195
"4685",0.3825,-0.167539,-0.1675,-0.6775,0.8125
"4686",-0.16,-0.01003899,0.21,-0.08,0.11
"4687",0.5750195,0.2049805,-0.03498051,-1.054981,-0.3049805
"4689",-0.05,0.179961,-0.41,-0.49,0.03
"4694",0.93,0.729961,0.24,-0.77,0.77
"4698",2.37,2.069961,-0.22,-0.54,-0.24
"4709",0.72,0.799961,0.08,0.68,0.44
"4721",1.305,2.244961,-0.205,-0.275,-0.185
"4725",-0.1099805,-0.4100195,-0.6199805,-0.09998051,-0.1299805
"4727",0.04,-0.340039,0.19,0.15,0.19
"4728",-0.06000977,-0.3900488,-0.05000977,-0.1500098,-0.07000977
"4734",-0.6950098,0.6449512,0.2249902,-0.1350098,0.2449902
"4738",-0.345,0.114961,0.015,-0.955,-0.485
"4739",-0.87,-0.200039,0.08,-0.17,-0.81
"4740",0.07,-0.140039,-0.06,-0.37,-0.5
"4741",-0.405,0.08496101,-0.285,-0.215,0.045
"4744",-0.5400098,-0.1900488,0.009990234,-0.2300098,-1.33001
"4749",-0.24,0.519961,0.21,0.11,0.04
"4750",-0.1475,0.282461,0.1025,-0.3075,0.5625
"4752",-0.145,0.204961,-0.365,-0.145,0.045
"4761",0.8000098,0.1199708,-0.01999023,0.7500098,0.09000977
"4763",-0.435,0.264961,0.435,0.525,-0.395
"4766",-0.095,0.274961,-0.195,0.355,0.585
"4769",0.92,1.229961,-0.06,-0.11,0.39
"4772",-0.145,-0.135039,0.015,-1.265,-0.675
"4774",-0.5899805,0.05998055,0.6600195,-0.009980469,0.4300195
"4778",0.635,0.494961,0.215,0.455,0.245
"4785",0.1999902,0.7399512,0.4699902,0.1399902,0.4799902
"4787",-0.11,-0.160039,-0.58,-0.37,0.01
"4793",0.01499023,-0.3350488,-0.2250098,-0.1650098,0.1049902
"4797",-0.695,0.454961,0.285,-0.485,-0.435
"4801",0.105,-0.285039,-0.175,-0.385,0.165
"4806",-0.0375,0.132461,0.4225,0.0425,-1.7975
"4830",0.265,0.424961,-0.225,1.065,1.285
"4836",-0.2925098,-0.2325488,0.1874902,-0.5325098,0.6574902
"4837",0.015,0.134961,0.805,-0.995,1.045
"4838",0.1750195,0.2949805,0.2650195,-0.8649805,0.4950195
"4842",0.52,-0.660039,-0.12,0.09,1.13
"4848",0.1650195,0.2249805,-0.08498051,-0.2249805,1.325019
"4854",-0.235,-0.05503899,0.015,-0.575,-0.105
"4855",0.1100195,0.1499805,-0.1299805,-0.4199805,-0.2599805
"4862",0.1450195,-0.1550195,-0.1649805,-0.3149805,-0.2549805
"4863",0.3649902,0.02495125,0.1949902,-0.08500977,1.08499
"4864",0.435,0.184961,0.615,-0.845,0.345
